order,file_path,thumbnail,capture_uuid,page_uri,book_uri,source_rotated,width,height,source_x,source_y,source_w,source_h
1,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1913$101/1300,400,2500,10000/full/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1913$101/1300,400,2500,10000/100,100/0/default.jpg",uuid-1,http://digitalcollections.nypl.org/items/e38ae1d0-00b1-0133-2ced-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0,1370,1037,0,0,1370,1037
105,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/full/e38ae1d0-00b1-0133-2ced-58d385a7bbd0.left-top.jpg,https://s3.amazonaws.com/scribe.nypl.org/emigrant-s4/thumb/e38ae1d0-00b1-0133-2ced-58d385a7bbd0.left-top.jpg,e38ae1d0-00b1-0133-2ced-58d385a7bbd0,http://digitalcollections.nypl.org/items/e38ae1d0-00b1-0133-2ced-58d385a7bbd0,http://digitalcollections.nypl.org/items/df712aa0-00b1-0133-fbd7-58d385a7bbd0,0.699377,1370.58,1037.34,0,0,1370.58,1037.34
